finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
MIDDLE,-0.13,0.279,0.95,Up,0.053,-0.105,0.069,0.991,H
THUMB,0.121,-0.996,0.434,Towards you,0.755,-0.399,-0.345,0.39,H
INDEX,0.157,-0.161,0.812,Up,0.118,0.12,-0.133,0.977,H
PALM,1.007,-0.154,-0.241,Left,0.523,-0.486,-0.607,-0.35,H
PINKY,0.284,0.462,0.839,Up,0.515,0.188,0.096,0.831,H
RING,-0.261,0.329,0.946,Up,-0.156,0.106,-0.202,-0.961,H
MIDDLE,-0.163,0.327,0.915,Up,-0.464,-0.163,0.073,0.868,H
THUMB,0.25,-0.85,0.555,Towards you,0.522,-0.15,-0.466,0.698,H
INDEX,0.244,-0.023,0.827,Up,-0.256,0.126,-0.045,0.957,H
PALM,1.028,-0.104,-0.195,Towards you,0.623,-0.324,-0.685,-0.195,H
PINKY,0.333,0.367,0.891,Up,0.477,0.184,0.081,0.856,H
RING,-0.147,0.391,0.917,Up,-0.154,0.095,-0.182,-0.966,H
MIDDLE,-0.192,0.264,0.962,Up,-0.449,-0.151,0.064,0.879,H
THUMB,0.259,-0.841,0.553,Towards you,0.535,-0.159,-0.467,0.686,H
INDEX,0.224,-0.035,0.844,Up,-0.238,0.137,-0.042,0.961,H
PALM,1.028,-0.127,-0.2,Left,0.614,-0.345,-0.677,-0.216,H
PINKY,0.353,0.386,0.854,Up,0.494,0.187,0.068,0.846,H
RING,-0.22,0.368,0.94,Up,-0.172,0.089,-0.184,-0.964,H
MIDDLE,-0.165,0.267,0.932,Up,-0.429,-0.152,0.063,0.888,H
THUMB,0.255,-0.851,0.556,Towards you,0.552,-0.178,-0.457,0.675,H
INDEX,0.244,-0.042,0.822,Up,-0.214,0.14,-0.037,0.966,H
PALM,1.019,-0.105,-0.221,Left,0.601,-0.376,-0.664,-0.239,H
PINKY,0.307,0.383,0.885,Up,0.507,0.192,0.059,0.838,H
RING,-0.197,0.39,0.923,Up,-0.184,0.083,-0.183,-0.962,H
MIDDLE,-0.193,0.246,0.957,Up,-0.414,-0.15,0.065,0.895,H
THUMB,0.272,-0.859,0.551,Towards you,0.564,-0.183,-0.452,0.667,H
INDEX,0.232,-0.079,0.836,Up,-0.193,0.146,-0.033,0.97,H
PALM,1.016,-0.16,-0.2,Left,0.59,-0.407,-0.646,-0.264,H
PINKY,0.35,0.478,0.795,Up,0.624,0.216,0.033,0.75,H
RING,-0.147,0.49,0.916,Up,-0.384,-0.001,-0.188,-0.904,H
MIDDLE,-0.113,0.208,0.954,Up,-0.159,-0.08,0.111,0.978,H
THUMB,0.223,-0.91,0.554,Towards you,0.747,-0.33,-0.368,0.444,H
INDEX,0.27,-0.097,0.892,Up,0.221,0.207,-0.109,0.947,H
PALM,1.035,-0.052,-0.194,Left,0.38,-0.661,-0.41,-0.5,H
PINKY,0.28,0.368,0.893,Up,0.884,0.219,-0.078,0.405,H
RING,-0.125,0.261,0.907,Up,-0.701,-0.079,-0.154,-0.691,H
MIDDLE,-0.111,0.157,0.982,Up,0.189,-0.024,0.089,0.978,H
THUMB,0.319,-0.899,0.447,Towards you,0.825,-0.446,-0.281,0.202,H
INDEX,0.696,-0.22,0.561,Up,0.395,0.308,-0.251,0.828,H
PALM,1.025,-0.041,-0.242,Left,0.265,-0.714,-0.31,-0.57,H
PINKY,0.067,0.5,0.84,Up,0.906,0.216,0.042,0.361,H
RING,-0.545,0.403,0.616,Up,-0.694,0.046,-0.359,-0.622,H
MIDDLE,-0.652,0.141,0.8,Up,0.22,-0.282,0.151,0.922,H
THUMB,0.275,-0.878,0.544,Left,0.857,-0.434,-0.225,0.164,H
INDEX,0.981,-0.129,0.132,Right,0.337,0.553,-0.325,0.689,H
PALM,1.017,-0.013,-0.308,Left,0.258,-0.737,-0.286,-0.555,H
PINKY,0.198,0.267,0.955,Down,-0.731,-1.731,1.095,0.512,H
RING,-0.394,0.274,0.931,Up,-0.655,0.083,-0.192,-0.726,H
MIDDLE,-0.333,0.035,0.938,Up,0.158,-0.164,0.037,0.973,H
THUMB,0.354,-0.905,0.389,Towards you,0.79,-0.429,-0.366,0.242,H
INDEX,0.062,-0.272,0.836,Up,0.384,0.026,-0.191,0.903,H
PALM,1.023,0.083,-0.199,Away from you,0.229,-0.695,-0.302,-0.611,H
PINKY,0.193,0.264,0.924,Up,0.867,0.103,-0.024,0.487,H
RING,-0.46,0.252,0.897,Up,-0.644,0.101,-0.211,-0.728,H
MIDDLE,-0.351,0.049,0.937,Up,0.152,-0.18,0.037,0.971,H
THUMB,0.363,-0.888,0.389,Towards you,0.788,-0.432,-0.363,0.245,H
INDEX,0.024,-0.28,0.821,Up,0.379,-0.006,-0.181,0.907,H
PALM,1.028,0.079,-0.19,Away from you,0.221,-0.699,-0.291,-0.614,H
PINKY,0.16,0.274,0.963,Up,0.865,0.105,-0.023,0.489,H
RING,-0.422,0.254,0.889,Up,-0.638,0.102,-0.213,-0.733,H
MIDDLE,-0.348,0.035,0.939,Up,0.148,-0.18,0.037,0.972,H
THUMB,0.369,-0.898,0.375,Towards you,0.789,-0.431,-0.361,0.248,H
INDEX,-0.002,-0.251,0.829,Up,0.373,-0.016,-0.178,0.91,H
PALM,1.03,0.078,-0.208,Away from you,0.216,-0.704,-0.282,-0.615,H
PINKY,0.16,0.269,0.954,Up,0.863,0.106,-0.02,0.493,H
RING,-0.426,0.257,0.885,Up,-0.633,0.105,-0.216,-0.737,H
MIDDLE,-0.35,0.052,0.934,Up,0.145,-0.185,0.04,0.971,H
THUMB,0.345,-0.885,0.401,Towards you,0.791,-0.429,-0.358,0.251,H
INDEX,0.001,-0.258,0.83,Up,0.367,-0.02,-0.177,0.913,H
PALM,1.025,0.07,-0.204,Away from you,0.21,-0.71,-0.273,-0.615,H
PINKY,0.166,0.269,0.946,Up,0.862,0.105,-0.014,0.495,H
RING,-0.458,0.25,0.874,Up,-0.627,0.11,-0.22,-0.739,H
MIDDLE,-0.384,0.049,0.926,Up,0.143,-0.192,0.042,0.97,H
THUMB,0.332,-0.892,0.404,Towards you,0.791,-0.43,-0.352,0.255,H
INDEX,0.024,-0.253,0.882,Up,0.362,-0.007,-0.184,0.914,H
PALM,1.021,0.068,-0.201,Away from you,0.204,-0.716,-0.264,-0.613,H
PINKY,0.17,0.343,0.935,Up,0.858,0.122,-0.005,0.498,H
RING,-0.279,0.283,0.805,Up,-0.624,0.06,-0.19,-0.756,H
MIDDLE,-0.233,0.13,0.938,Up,0.13,-0.12,0.047,0.983,H
THUMB,0.367,-0.883,0.407,Towards you,0.794,-0.419,-0.353,0.263,H
INDEX,0.109,-0.256,0.842,Up,0.347,0.036,-0.201,0.916,H
PALM,1.028,0.088,-0.177,Away from you,0.211,-0.712,-0.264,-0.616,H
PINKY,-0.059,0.406,0.962,Up,0.834,0.093,0.077,0.538,H
RING,-0.6,0.303,0.764,Up,-0.56,0.165,-0.277,-0.763,H
MIDDLE,-0.515,0.069,0.872,Up,0.084,-0.26,0.045,0.961,H
THUMB,0.325,-0.896,0.393,Towards you,0.751,-0.41,-0.403,0.324,H
INDEX,-0.169,-0.259,0.84,Up,0.299,-0.106,-0.138,0.938,H
PALM,1.016,0.064,-0.225,Away from you,0.235,-0.706,-0.295,-0.599,H
PINKY,-0.039,0.419,0.91,Up,0.802,0.085,0.125,0.578,H
RING,-0.494,0.211,0.694,Up,-0.524,0.173,-0.265,-0.79,H
MIDDLE,-0.443,0.09,0.881,Up,0.043,-0.239,0.03,0.97,H
THUMB,0.42,-0.903,0.302,Towards you,0.726,-0.36,-0.451,0.375,H
INDEX,-0.221,-0.195,0.796,Up,0.265,-0.112,-0.145,0.947,H
PALM,1.03,0.035,-0.196,Left,0.262,-0.688,-0.308,-0.603,I
PINKY,0.093,0.403,0.913,Up,0.782,0.13,0.071,0.605,I
RING,-0.473,0.307,0.734,Up,-0.517,0.165,-0.251,-0.802,I
MIDDLE,-0.581,0.029,0.753,Up,0.029,-0.332,0.033,0.942,I
THUMB,0.359,-0.89,0.428,Towards you,0.731,-0.335,-0.452,0.388,I
INDEX,-0.545,-0.193,0.656,Up,0.232,-0.302,-0.07,0.922,I
PALM,1.027,-0.017,-0.208,Left,0.277,-0.683,-0.311,-0.6,I
PINKY,-0.293,0.446,0.856,Up,0.742,0.032,0.252,0.62,I
RING,-0.814,0.318,0.465,Left,-0.444,0.324,-0.383,-0.742,I
MIDDLE,-0.719,0.108,0.582,Towards you,0.014,-0.436,0.034,0.899,I
THUMB,0.387,-0.865,0.371,Towards you,0.721,-0.344,-0.448,0.402,I
INDEX,-0.618,-0.107,0.688,Up,0.209,-0.322,-0.046,0.922,I
PALM,1.031,0.056,-0.173,Left,0.267,-0.686,-0.309,-0.602,I
PINKY,-0.412,0.488,0.73,Up,0.719,-0.006,0.32,0.617,I
RING,-0.872,0.311,0.323,Left,-0.419,0.383,-0.412,-0.713,I
MIDDLE,-0.854,0.043,0.517,Towards you,0.01,-0.49,0.018,0.871,I
THUMB,0.343,-0.904,0.384,Towards you,0.713,-0.347,-0.448,0.412,I
INDEX,-0.635,-0.125,0.62,Up,0.196,-0.347,-0.036,0.916,I
PALM,1.028,0.042,-0.185,Left,0.262,-0.691,-0.307,-0.6,I
PINKY,-0.379,0.488,0.761,Up,0.712,-0.0,0.308,0.631,I
RING,-0.858,0.293,0.39,Left,-0.417,0.377,-0.39,-0.73,I
MIDDLE,-0.8,0.029,0.607,Towards you,0.005,-0.466,0.001,0.885,I
THUMB,0.376,-0.864,0.399,Towards you,0.713,-0.33,-0.452,0.422,I
PINKY,-0.283,0.415,0.859,Up,0.749,0.028,0.223,0.623,I
RING,-0.742,0.278,0.598,Left,-0.501,0.273,-0.336,-0.749,I
MIDDLE,-0.737,0.047,0.651,Towards you,0.142,-0.407,0.07,0.899,I
THUMB,0.152,0.008,1.055,Up,0.987,-0.008,-0.077,-0.143,I
INDEX,-0.624,-0.183,0.585,Up,0.269,-0.383,-0.021,0.883,I
PALM,1.034,0.052,0.064,Away from you,-0.036,-0.665,0.034,-0.745,I
PINKY,-0.27,0.414,0.847,Up,0.741,0.026,0.226,0.631,I
RING,-0.748,0.275,0.598,Left,-0.494,0.277,-0.336,-0.753,I
MIDDLE,-0.733,0.042,0.656,Towards you,0.14,-0.409,0.07,0.899,I
THUMB,0.152,-0.002,1.051,Up,0.987,-0.009,-0.075,-0.142,I
INDEX,-0.612,-0.196,0.591,Up,0.262,-0.384,-0.024,0.885,I
PALM,1.033,0.064,0.085,Away from you,-0.043,-0.664,0.041,-0.745,I
PINKY,-0.272,0.43,0.837,Up,0.732,0.024,0.228,0.641,I
RING,-0.756,0.27,0.593,Left,-0.486,0.28,-0.333,-0.758,I
MIDDLE,-0.734,0.05,0.666,Towards you,0.134,-0.409,0.068,0.9,I
THUMB,0.146,-0.004,1.062,Up,0.988,-0.009,-0.075,-0.136,I
INDEX,-0.542,-0.205,0.605,Up,0.252,-0.373,-0.03,0.893,I
PALM,1.031,0.047,0.079,Away from you,-0.045,-0.664,0.047,-0.745,I
PINKY,-0.262,0.431,0.855,Up,0.721,0.029,0.22,0.657,I
RING,-0.726,0.28,0.601,Left,-0.476,0.274,-0.325,-0.77,I
MIDDLE,-0.743,0.045,0.646,Towards you,0.127,-0.403,0.067,0.904,I
THUMB,0.152,-0.022,1.052,Up,0.989,-0.014,-0.07,-0.131,I
INDEX,-0.634,-0.183,0.585,Up,0.244,-0.381,-0.028,0.891,I
PALM,1.039,0.03,0.048,Away from you,-0.052,-0.67,0.059,-0.739,I
PINKY,-0.229,0.434,0.845,Up,0.715,0.028,0.226,0.661,I
RING,-0.727,0.294,0.625,Left,-0.47,0.276,-0.326,-0.772,I
MIDDLE,-0.709,0.05,0.68,Towards you,0.126,-0.402,0.068,0.904,I
THUMB,0.154,-0.003,1.048,Up,0.988,-0.009,-0.072,-0.134,I
INDEX,-0.622,-0.171,0.598,Up,0.241,-0.378,-0.03,0.894,I
PALM,1.033,0.029,0.064,Away from you,-0.062,-0.665,0.068,-0.741,I
PINKY,-0.255,0.443,0.855,Up,0.707,0.026,0.222,0.671,I
RING,-0.728,0.271,0.626,Left,-0.464,0.275,-0.318,-0.78,I
MIDDLE,-0.707,0.036,0.712,Towards you,0.122,-0.391,0.065,0.91,I
THUMB,0.142,0.029,1.044,Up,0.989,-0.011,-0.076,-0.126,I
INDEX,-0.478,-0.196,0.669,Up,0.237,-0.337,-0.046,0.91,I
PALM,1.03,0.013,0.048,Away from you,-0.068,-0.669,0.076,-0.737,I
PINKY,-0.043,0.413,0.92,Up,0.693,0.085,0.137,0.703,I
RING,-0.488,0.365,1.014,Up,-0.464,0.112,-0.229,-0.848,I
MIDDLE,-0.088,0.043,0.872,Up,0.1,-0.129,0.05,0.985,I
THUMB,0.232,-0.262,1.026,Up,0.99,-0.091,-0.112,-0.007,I
INDEX,-0.057,-0.263,0.9,Up,0.232,-0.059,-0.156,0.958,I
PALM,1.043,0.026,-0.006,Away from you,-0.065,-0.685,0.079,-0.721,I
PINKY,0.118,0.367,0.903,Up,0.684,0.131,0.078,0.713,I
RING,-0.207,0.338,1.015,Up,-0.461,0.015,-0.153,-0.874,I
MIDDLE,0.064,0.117,0.98,Up,0.089,0.007,0.053,0.995,I
THUMB,0.287,-0.349,0.963,Up,0.973,-0.161,-0.152,0.059,I
INDEX,0.209,-0.264,0.809,Up,0.223,0.054,-0.188,0.955,I
PALM,1.04,0.031,-0.028,Away from you,-0.066,-0.695,0.074,-0.713,I
PINKY,0.185,0.397,0.902,Up,0.681,0.155,0.05,0.714,I
RING,-0.078,0.325,0.976,Up,-0.46,-0.032,-0.134,-0.877,I
MIDDLE,0.122,0.157,0.99,Up,0.093,0.065,0.058,0.992,I
THUMB,0.372,-0.458,0.878,Up,0.957,-0.196,-0.195,0.091,I
INDEX,0.262,-0.269,0.793,Up,0.228,0.093,-0.198,0.949,I
PALM,1.039,0.038,-0.031,Away from you,-0.073,-0.697,0.084,-0.708,I
PINKY,0.169,0.402,0.901,Up,0.68,0.153,0.056,0.715,I
RING,-0.079,0.35,0.965,Up,-0.459,-0.026,-0.14,-0.877,I
MIDDLE,0.144,0.155,0.975,Up,0.094,0.063,0.06,0.992,I
THUMB,0.409,-0.476,0.869,Up,0.946,-0.211,-0.22,0.107,I
INDEX,0.279,-0.282,0.784,Up,0.225,0.101,-0.202,0.948,I
PALM,1.043,0.035,-0.024,Away from you,-0.081,-0.698,0.088,-0.707,I
PINKY,0.14,0.39,0.923,Up,0.675,0.149,0.056,0.72,I
RING,-0.099,0.327,0.976,Up,-0.455,-0.022,-0.137,-0.88,I
MIDDLE,0.143,0.144,0.978,Up,0.091,0.065,0.056,0.992,I
THUMB,0.428,-0.498,0.821,Up,0.933,-0.225,-0.254,0.124,I
INDEX,0.285,-0.279,0.781,Up,0.219,0.114,-0.207,0.947,I
PALM,1.04,0.061,-0.032,Away from you,-0.087,-0.698,0.091,-0.705,I
PINKY,0.196,0.391,0.901,Up,0.669,0.147,0.051,0.727,I
RING,-0.08,0.336,0.998,Up,-0.449,-0.028,-0.131,-0.883,I
MIDDLE,0.185,0.159,0.976,Up,0.084,0.08,0.055,0.992,I
THUMB,0.47,-0.543,0.771,Up,0.917,-0.24,-0.284,0.142,I
INDEX,0.293,-0.288,0.785,Up,0.209,0.135,-0.214,0.945,I
PALM,1.041,0.065,-0.053,Away from you,-0.094,-0.697,0.091,-0.705,I
PINKY,0.244,0.32,0.908,Up,0.67,0.151,0.014,0.727,I
RING,0.029,0.285,1.007,Up,-0.453,-0.067,-0.088,-0.885,I
MIDDLE,0.316,0.147,0.937,Up,0.088,0.146,0.042,0.984,I
THUMB,0.513,-0.572,0.735,Up,0.909,-0.249,-0.301,0.144,I
INDEX,0.444,-0.269,0.716,Up,0.209,0.196,-0.234,0.929,I
PALM,1.024,0.049,0.003,Away from you,-0.114,-0.691,0.096,-0.707,I
PINKY,0.381,0.245,0.916,Up,0.661,0.183,-0.068,0.724,I
RING,0.183,0.231,0.998,Up,-0.438,-0.12,-0.03,-0.89,I
MIDDLE,0.392,0.118,0.918,Up,0.072,0.19,0.034,0.978,I
THUMB,0.52,-0.644,0.64,Towards you,0.869,-0.277,-0.363,0.189,I
INDEX,0.528,-0.275,0.687,Up,0.181,0.265,-0.24,0.916,I
PALM,1.041,0.112,-0.027,Away from you,-0.104,-0.697,0.074,-0.706,I
PINKY,0.342,0.284,0.919,Up,0.621,0.207,-0.064,0.753,I
RING,0.292,0.232,0.964,Up,-0.372,-0.141,-0.038,-0.917,I
MIDDLE,0.375,0.157,0.897,Up,0.009,0.198,0.052,0.979,I
THUMB,0.528,-0.758,0.488,Towards you,0.806,-0.297,-0.433,0.272,I
INDEX,-0.0,-0.0,-0.0,Up,0.181,0.265,-0.24,0.916,I
PALM,1.046,0.086,-0.025,Away from you,-0.071,-0.701,0.046,-0.709,I
PINKY,0.547,0.236,0.849,Up,0.595,0.249,-0.12,0.755,I
RING,0.513,0.124,0.904,Up,-0.338,-0.225,0.028,-0.913,I
MIDDLE,0.524,0.127,0.839,Up,-0.026,0.258,0.055,0.964,I
THUMB,0.553,-0.751,0.428,Towards you,0.802,-0.322,-0.431,0.259,I
INDEX,-0.318,-0.103,0.813,Up,0.114,-0.124,-0.102,0.98,I
PALM,1.027,0.11,-0.049,Away from you,-0.095,-0.7,0.048,-0.706,I
PINKY,0.787,-0.005,0.641,Right,0.572,0.296,-0.257,0.721,I
RING,0.724,0.019,0.786,Up,-0.31,-0.349,0.146,-0.872,I
MIDDLE,0.837,0.072,0.507,Away from you,-0.03,0.424,0.044,0.904,I
THUMB,0.526,-0.749,0.411,Towards you,0.803,-0.337,-0.433,0.233,I
INDEX,-0.348,-0.269,0.754,Up,0.149,-0.168,-0.137,0.965,I
PALM,1.022,0.176,-0.059,Away from you,-0.131,-0.707,0.044,-0.694,I
PINKY,0.993,-0.107,0.247,Right,0.52,0.377,-0.473,0.603,I
RING,1.015,-0.215,0.105,Away from you,-0.205,-0.597,0.326,-0.703,I
MIDDLE,1.014,0.039,0.118,Away from you,-0.055,0.663,0.063,0.744,I
THUMB,0.548,-0.802,0.391,Towards you,0.796,-0.359,-0.415,0.255,I
INDEX,-0.404,-0.294,0.721,Up,0.154,-0.205,-0.171,0.951,I
PALM,1.012,0.219,-0.069,Away from you,-0.16,-0.712,0.051,-0.682,I
PINKY,1.063,-0.091,-0.047,Right,0.516,0.393,-0.592,0.478,I
RING,1.003,-0.191,-0.009,Right,-0.239,-0.607,0.391,-0.649,I
MIDDLE,1.003,0.061,0.036,Away from you,0.0,0.694,0.014,0.72,I
THUMB,0.45,-0.823,0.408,Towards you,0.813,-0.406,-0.372,0.19,I
INDEX,-0.394,-0.3,0.722,Up,0.22,-0.222,-0.136,0.94,I
PALM,1.023,0.242,-0.055,Away from you,-0.223,-0.709,0.11,-0.66,I
PINKY,1.058,-0.097,-0.058,Right,0.556,0.364,-0.612,0.427,I
RING,1.009,-0.145,-0.013,Right,-0.279,-0.582,0.418,-0.639,I
MIDDLE,1.018,0.025,0.061,Away from you,0.026,0.688,-0.018,0.725,I
THUMB,0.483,-0.853,0.401,Towards you,0.817,-0.426,-0.352,0.162,I
INDEX,-0.403,-0.276,0.725,Up,0.228,-0.233,-0.127,0.937,I
PALM,0.992,0.261,-0.082,Away from you,-0.243,-0.708,0.119,-0.653,I
PINKY,1.031,-0.114,0.082,Right,0.575,0.345,-0.601,0.434,I
RING,0.999,-0.175,0.011,Right,-0.287,-0.565,0.413,-0.654,I
MIDDLE,1.009,0.016,0.105,Away from you,0.019,0.67,-0.018,0.742,I
THUMB,0.464,-0.86,0.367,Towards you,0.804,-0.432,-0.368,0.178,I
INDEX,-0.414,-0.286,0.727,Up,0.212,-0.226,-0.134,0.941,I
PALM,1.018,0.236,-0.088,Away from you,-0.246,-0.709,0.131,-0.648,I
PINKY,1.047,-0.057,0.128,Right,0.602,0.331,-0.578,0.44,I
RING,1.014,-0.151,0.07,Right,-0.311,-0.556,0.4,-0.659,J
MIDDLE,0.991,0.056,0.115,Away from you,0.034,0.652,-0.01,0.757,J
THUMB,0.431,-0.884,0.414,Towards you,0.814,-0.43,-0.347,0.179,J
INDEX,-0.357,-0.249,0.725,Up,0.212,-0.242,-0.107,0.941,J
PALM,1.016,0.208,-0.108,Away from you,-0.251,-0.71,0.162,-0.638,J
PINKY,1.022,-0.049,0.219,Right,0.656,0.286,-0.581,0.388,J
RING,0.975,-0.116,0.132,Right,-0.393,-0.51,0.437,-0.628,J
MIDDLE,0.984,0.054,0.198,Away from you,0.127,0.634,-0.075,0.759,J
THUMB,0.362,-0.867,0.484,Left,0.835,-0.466,-0.281,0.074,J
INDEX,-0.465,-0.18,0.736,Up,0.344,-0.244,-0.062,0.905,J
PALM,1.006,0.249,-0.193,Right,-0.348,-0.678,0.278,-0.584,J
PINKY,1.036,-0.118,0.099,Towards you,0.681,0.187,-0.645,0.292,J
RING,0.991,-0.282,-0.018,Right,-0.424,-0.457,0.536,-0.569,J
MIDDLE,0.999,-0.021,0.015,Away from you,0.155,0.659,-0.167,0.717,J
THUMB,0.531,-0.759,0.433,Left,0.832,-0.466,-0.301,0.002,J
INDEX,-0.278,-0.316,0.777,Up,0.374,-0.208,-0.111,0.897,J
PALM,1.025,0.271,0.049,Right,-0.392,-0.644,0.259,-0.604,J
PINKY,1.078,0.018,-0.126,Towards you,0.634,0.231,-0.691,0.258,J
RING,0.998,-0.234,-0.036,Right,-0.388,-0.485,0.55,-0.559,J
MIDDLE,1.0,-0.074,-0.032,Away from you,0.117,0.677,-0.17,0.706,J
THUMB,0.59,-0.802,0.386,Left,0.831,-0.448,-0.329,0.023,J
INDEX,-0.245,-0.321,0.749,Up,0.341,-0.205,-0.141,0.907,J
PALM,1.0,0.24,0.001,Right,-0.383,-0.643,0.242,-0.617,J
PINKY,1.048,0.031,-0.049,Towards you,0.648,0.257,-0.673,0.247,J
RING,1.003,-0.173,-0.099,Right,-0.391,-0.51,0.536,-0.547,J
MIDDLE,1.004,-0.064,-0.023,Away from you,0.12,0.683,-0.157,0.703,J
THUMB,0.551,-0.804,0.386,Left,0.832,-0.446,-0.327,0.036,J
INDEX,-0.323,-0.344,0.736,Up,0.329,-0.216,-0.141,0.908,J
PALM,1.016,0.239,-0.02,Right,-0.421,-0.628,0.303,-0.58,J
PINKY,1.048,-0.025,-0.008,Towards you,0.696,0.126,-0.69,0.156,J
RING,0.998,-0.197,-0.066,Right,-0.446,-0.456,0.569,-0.519,J
MIDDLE,1.011,-0.031,0.018,Away from you,0.147,0.674,-0.155,0.707,J
THUMB,0.524,-0.799,0.412,Left,0.834,-0.441,-0.327,0.055,J
INDEX,-0.328,-0.301,0.748,Up,0.263,-0.223,-0.139,0.928,J
PALM,1.009,0.239,-0.029,Right,-0.427,-0.625,0.31,-0.576,J
PINKY,1.049,-0.004,0.023,Towards you,0.699,0.113,-0.691,0.143,J
RING,0.998,-0.204,-0.052,Right,-0.452,-0.449,0.574,-0.515,J
MIDDLE,1.01,-0.037,0.034,Away from you,0.15,0.673,-0.158,0.707,J
THUMB,0.514,-0.803,0.423,Left,0.834,-0.441,-0.328,0.057,J
INDEX,-0.328,-0.299,0.745,Up,0.257,-0.223,-0.14,0.93,J
PALM,1.011,0.239,-0.04,Right,-0.432,-0.622,0.317,-0.571,J
PINKY,1.052,-0.016,-0.007,Towards you,0.704,0.101,-0.691,0.131,J
RING,1.0,-0.185,-0.039,Right,-0.458,-0.443,0.576,-0.512,J
MIDDLE,1.013,-0.029,0.05,Away from you,0.153,0.671,-0.158,0.708,J
THUMB,0.496,-0.811,0.415,Left,0.833,-0.441,-0.328,0.061,J
INDEX,-0.333,-0.312,0.742,Up,0.249,-0.224,-0.142,0.932,J
PALM,1.011,0.237,-0.025,Right,-0.437,-0.621,0.322,-0.566,J
PINKY,1.055,-0.007,0.02,Towards you,0.707,0.088,-0.691,0.119,J
RING,1.004,-0.188,-0.055,Right,-0.463,-0.436,0.581,-0.508,J
MIDDLE,1.01,-0.029,0.022,Away from you,0.155,0.67,-0.161,0.708,J
THUMB,0.524,-0.805,0.408,Left,0.833,-0.44,-0.329,0.061,J
INDEX,-0.34,-0.282,0.73,Up,0.243,-0.222,-0.144,0.933,J
PALM,1.012,0.24,-0.05,Right,-0.443,-0.617,0.329,-0.561,J
PINKY,1.053,-0.022,-0.035,Towards you,0.708,0.075,-0.694,0.106,J
RING,1.003,-0.19,-0.033,Right,-0.468,-0.43,0.586,-0.503,J
MIDDLE,1.02,-0.039,-0.013,Away from you,0.157,0.67,-0.162,0.707,J
THUMB,0.515,-0.818,0.41,Left,0.833,-0.439,-0.33,0.065,J
INDEX,-0.345,-0.288,0.74,Up,0.235,-0.221,-0.146,0.935,J
PALM,1.013,0.224,-0.031,Right,-0.448,-0.614,0.334,-0.557,J
PINKY,1.049,-0.034,0.001,Towards you,0.714,0.064,-0.69,0.097,J
RING,1.005,-0.192,-0.023,Right,-0.473,-0.423,0.587,-0.503,J
MIDDLE,1.01,-0.038,0.056,Away from you,0.158,0.666,-0.162,0.711,J
THUMB,0.5,-0.824,0.403,Left,0.832,-0.44,-0.332,0.071,J
INDEX,-0.339,-0.302,0.73,Up,0.224,-0.223,-0.149,0.937,J
PALM,1.014,0.23,-0.029,Right,-0.45,-0.615,0.338,-0.553,J
PINKY,1.055,-0.015,0.016,Towards you,0.718,0.055,-0.688,0.088,J
RING,0.999,-0.19,-0.033,Right,-0.478,-0.416,0.589,-0.502,J
MIDDLE,1.011,-0.022,0.067,Away from you,0.159,0.664,-0.161,0.713,J
THUMB,0.502,-0.8,0.399,Left,0.831,-0.439,-0.333,0.078,J
INDEX,-0.352,-0.295,0.737,Up,0.214,-0.223,-0.152,0.939,J
PALM,1.009,0.243,-0.042,Right,-0.452,-0.614,0.342,-0.549,J
PINKY,1.048,-0.009,0.052,Towards you,0.723,0.046,-0.684,0.079,J
RING,1.015,-0.21,-0.001,Right,-0.483,-0.411,0.588,-0.502,J
MIDDLE,1.01,-0.027,0.044,Away from you,0.159,0.661,-0.159,0.716,J
THUMB,0.516,-0.814,0.407,Left,0.831,-0.436,-0.336,0.085,J
INDEX,-0.342,-0.302,0.729,Up,0.202,-0.222,-0.156,0.941,J
PALM,1.011,0.235,-0.055,Right,-0.455,-0.612,0.346,-0.547,J
PINKY,1.045,-0.005,0.061,Towards you,0.741,0.047,-0.666,0.073,J
RING,1.007,-0.199,0.017,Right,-0.503,-0.401,0.571,-0.51,J
MIDDLE,1.006,-0.024,0.127,Away from you,0.168,0.637,-0.142,0.739,J
THUMB,0.478,-0.834,0.402,Towards you,0.826,-0.433,-0.344,0.111,J
INDEX,-0.312,-0.329,0.731,Up,0.168,-0.218,-0.167,0.947,J
PALM,1.017,0.208,-0.068,Right,-0.438,-0.621,0.341,-0.553,J
PINKY,1.011,-0.007,0.24,Towards you,0.789,0.063,-0.603,0.101,J
RING,1.005,-0.185,0.151,Right,-0.522,-0.395,0.532,-0.537,J
MIDDLE,0.998,0.005,0.199,Away from you,0.165,0.61,-0.124,0.765,J
THUMB,0.495,-0.819,0.392,Towards you,0.821,-0.43,-0.35,0.133,J
INDEX,-0.369,-0.282,0.731,Up,0.146,-0.22,-0.17,0.949,J
PALM,1.016,0.251,-0.085,Right,-0.431,-0.628,0.338,-0.553,J
PINKY,0.989,0.097,0.394,Towards you,0.823,0.091,-0.54,0.15,J
RING,0.939,-0.081,0.317,Right,-0.559,-0.387,0.392,-0.621,J
MIDDLE,0.837,0.102,0.546,Away from you,0.116,0.491,-0.042,0.862,J
THUMB,0.332,-0.816,0.471,Towards you,0.791,-0.38,-0.391,0.277,J
